uid,model,scene,n,fps,ctx,flag,n_events,score,cls,birth,birth_s,branch,onset,zprobe,bncc,box
minwm_r16_BL,minwm,r16_BL,77,16.0,13,0,0,,,,,,,,,
worldcam_r16_BL,worldcam,r16_BL,241,30.0,65,0,0,,,,,,,,,
worldplay_r16_BL,worldplay,r16_BL,146,24.0,1,0,0,,,,,,,,,
yume_r16_BL,yume,r16_BL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r16_BL,ours_pca8,r16_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r16_BL,ours_pca4,r16_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r16_BL,ours_pca2,r16_BL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r16_BL,ours_16node,r16_BL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r16_BL,ours_4node,r16_BL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r16_BL,ours_noatok,r16_BL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r16_BL,ours_noadaln,r16_BL,108,16.0,12,0,0,,,,,,,,,
astra_r16_BR,astra,r16_BR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r16_BR,matrixgame,r16_BR,152,25.0,1,0,0,,,,,,,,,
minwm_r16_BR,minwm,r16_BR,77,16.0,13,0,0,,,,,,,,,
worldcam_r16_BR,worldcam,r16_BR,241,30.0,65,0,0,,,,,,,,,
worldplay_r16_BR,worldplay,r16_BR,146,24.0,1,0,0,,,,,,,,,
yume_r16_BR,yume,r16_BR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r16_BR,ours_pca8,r16_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r16_BR,ours_pca4,r16_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r16_BR,ours_pca2,r16_BR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r16_BR,ours_16node,r16_BR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r16_BR,ours_4node,r16_BR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r16_BR,ours_noatok,r16_BR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r16_BR,ours_noadaln,r16_BR,108,16.0,12,0,0,,,,,,,,,
astra_r16_F,astra,r16_F,125,20.0,4,0,0,,,,,,,,,
matrixgame_r16_F,matrixgame,r16_F,152,25.0,1,0,0,,,,,,,,,
minwm_r16_F,minwm,r16_F,77,16.0,13,0,0,,,,,,,,,
worldcam_r16_F,worldcam,r16_F,241,30.0,65,0,0,,,,,,,,,
worldplay_r16_F,worldplay,r16_F,146,24.0,1,0,0,,,,,,,,,
yume_r16_F,yume,r16_F,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r16_F,ours_pca8,r16_F,108,16.0,12,0,0,-0.11,car,73.0,3.81,A,4.45,0.39,0.37,"[294.7, 212.1, 328.1, 230.2]"
ours_pca4_r16_F,ours_pca4,r16_F,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r16_F,ours_pca2,r16_F,108,16.0,12,0,0,,,,,,,,,
ours_16node_r16_F,ours_16node,r16_F,108,16.0,12,0,0,,,,,,,,,
ours_4node_r16_F,ours_4node,r16_F,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r16_F,ours_noatok,r16_F,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r16_F,ours_noadaln,r16_F,108,16.0,12,0,0,,,,,,,,,
astra_r16_FL,astra,r16_FL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r16_FL,matrixgame,r16_FL,152,25.0,1,0,0,,,,,,,,,
minwm_r16_FL,minwm,r16_FL,77,16.0,13,1,1,0.06,truck,14.0,0.06,A,12.89,0.47,0.16,"[395.4, 209.9, 428.6, 244.8]"
worldcam_r16_FL,worldcam,r16_FL,241,30.0,65,0,0,,,,,,,,,
worldplay_r16_FL,worldplay,r16_FL,146,24.0,1,0,0,,,,,,,,,
yume_r16_FL,yume,r16_FL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r16_FL,ours_pca8,r16_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r16_FL,ours_pca4,r16_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r16_FL,ours_pca2,r16_FL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r16_FL,ours_16node,r16_FL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r16_FL,ours_4node,r16_FL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r16_FL,ours_noatok,r16_FL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r16_FL,ours_noadaln,r16_FL,108,16.0,12,0,0,,,,,,,,,
astra_r16_FR,astra,r16_FR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r16_FR,matrixgame,r16_FR,152,25.0,1,0,0,,,,,,,,,
minwm_r16_FR,minwm,r16_FR,77,16.0,13,1,1,0.22,truck,13.0,0.0,A,13.21,0.0,0.51,"[371.0, 276.8, 431.7, 368.9]"
worldcam_r16_FR,worldcam,r16_FR,241,30.0,65,0,0,,,,,,,,,
worldplay_r16_FR,worldplay,r16_FR,146,24.0,1,0,0,,,,,,,,,
yume_r16_FR,yume,r16_FR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r16_FR,ours_pca8,r16_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r16_FR,ours_pca4,r16_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r16_FR,ours_pca2,r16_FR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r16_FR,ours_16node,r16_FR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r16_FR,ours_4node,r16_FR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r16_FR,ours_noatok,r16_FR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r16_FR,ours_noadaln,r16_FR,108,16.0,12,0,0,,,,,,,,,
astra_r16_L,astra,r16_L,125,20.0,4,0,0,,,,,,,,,
matrixgame_r16_L,matrixgame,r16_L,152,25.0,1,0,0,,,,,,,,,
minwm_r16_L,minwm,r16_L,77,16.0,13,0,0,-0.63,car,25.0,0.75,A,1.87,0.36,0.77,"[391.0, 204.4, 426.9, 231.9]"
worldcam_r16_L,worldcam,r16_L,241,30.0,65,0,0,,,,,,,,,
worldplay_r16_L,worldplay,r16_L,146,24.0,1,0,0,,,,,,,,,
yume_r16_L,yume,r16_L,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r16_L,ours_pca8,r16_L,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r16_L,ours_pca4,r16_L,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r16_L,ours_pca2,r16_L,108,16.0,12,0,0,,,,,,,,,
ours_16node_r16_L,ours_16node,r16_L,108,16.0,12,0,0,,,,,,,,,
ours_4node_r16_L,ours_4node,r16_L,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r16_L,ours_noatok,r16_L,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r16_L,ours_noadaln,r16_L,108,16.0,12,0,0,,,,,,,,,
astra_r16_R,astra,r16_R,125,20.0,4,0,0,,,,,,,,,
matrixgame_r16_R,matrixgame,r16_R,152,25.0,1,0,0,,,,,,,,,
minwm_r16_R,minwm,r16_R,77,16.0,13,0,0,,,,,,,,,
worldcam_r16_R,worldcam,r16_R,241,30.0,65,0,0,,,,,,,,,
worldplay_r16_R,worldplay,r16_R,146,24.0,1,0,0,,,,,,,,,
yume_r16_R,yume,r16_R,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r16_R,ours_pca8,r16_R,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r16_R,ours_pca4,r16_R,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r16_R,ours_pca2,r16_R,108,16.0,12,0,0,,,,,,,,,
ours_16node_r16_R,ours_16node,r16_R,108,16.0,12,0,0,,,,,,,,,
ours_4node_r16_R,ours_4node,r16_R,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r16_R,ours_noatok,r16_R,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r16_R,ours_noadaln,r16_R,108,16.0,12,0,0,,,,,,,,,
astra_r17_B,astra,r17_B,125,20.0,4,0,0,,,,,,,,,
matrixgame_r17_B,matrixgame,r17_B,152,25.0,1,0,0,,,,,,,,,
minwm_r17_B,minwm,r17_B,77,16.0,13,0,0,,,,,,,,,
worldcam_r17_B,worldcam,r17_B,241,30.0,65,0,0,,,,,,,,,
worldplay_r17_B,worldplay,r17_B,146,24.0,1,0,0,-0.86,bus,121.0,5.0,B,0.41,0.42,0.83,"[301.3, 228.1, 338.8, 291.7]"
yume_r17_B,yume,r17_B,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r17_B,ours_pca8,r17_B,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r17_B,ours_pca4,r17_B,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r17_B,ours_pca2,r17_B,108,16.0,12,0,0,,,,,,,,,
ours_16node_r17_B,ours_16node,r17_B,108,16.0,12,0,0,,,,,,,,,
ours_4node_r17_B,ours_4node,r17_B,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r17_B,ours_noatok,r17_B,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r17_B,ours_noadaln,r17_B,108,16.0,12,0,0,,,,,,,,,
astra_r17_BL,astra,r17_BL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r17_BL,matrixgame,r17_BL,152,25.0,1,0,0,,,,,,,,,
minwm_r17_BL,minwm,r17_BL,77,16.0,13,0,0,,,,,,,,,
worldcam_r17_BL,worldcam,r17_BL,241,30.0,65,0,0,,,,,,,,,
worldplay_r17_BL,worldplay,r17_BL,146,24.0,1,0,0,,,,,,,,,
yume_r17_BL,yume,r17_BL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r17_BL,ours_pca8,r17_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r17_BL,ours_pca4,r17_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r17_BL,ours_pca2,r17_BL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r17_BL,ours_16node,r17_BL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r17_BL,ours_4node,r17_BL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r17_BL,ours_noatok,r17_BL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r17_BL,ours_noadaln,r17_BL,108,16.0,12,0,0,,,,,,,,,
astra_r17_BR,astra,r17_BR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r17_BR,matrixgame,r17_BR,152,25.0,1,0,0,,,,,,,,,
minwm_r17_BR,minwm,r17_BR,77,16.0,13,0,0,,,,,,,,,
worldcam_r17_BR,worldcam,r17_BR,241,30.0,65,0,0,,,,,,,,,
worldplay_r17_BR,worldplay,r17_BR,146,24.0,1,0,0,,,,,,,,,
yume_r17_BR,yume,r17_BR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r17_BR,ours_pca8,r17_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r17_BR,ours_pca4,r17_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r17_BR,ours_pca2,r17_BR,108,16.0,12,0,0,-0.69,truck,78.0,4.12,B,0.93,0.5,0.93,"[110.0, 190.1, 169.2, 288.5]"
ours_16node_r17_BR,ours_16node,r17_BR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r17_BR,ours_4node,r17_BR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r17_BR,ours_noatok,r17_BR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r17_BR,ours_noadaln,r17_BR,108,16.0,12,0,0,,,,,,,,,
astra_r17_F,astra,r17_F,125,20.0,4,0,0,,,,,,,,,
matrixgame_r17_F,matrixgame,r17_F,152,25.0,1,0,0,,,,,,,,,
minwm_r17_F,minwm,r17_F,77,16.0,13,0,0,,,,,,,,,
worldcam_r17_F,worldcam,r17_F,241,30.0,65,0,0,-0.57,bus,138.0,2.43,A,2.17,0.64,0.85,"[187.3, 196.8, 323.4, 326.2]"
worldplay_r17_F,worldplay,r17_F,146,24.0,1,0,0,,,,,,,,,
yume_r17_F,yume,r17_F,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r17_F,ours_pca8,r17_F,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r17_F,ours_pca4,r17_F,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r17_F,ours_pca2,r17_F,108,16.0,12,0,0,,,,,,,,,
ours_16node_r17_F,ours_16node,r17_F,108,16.0,12,0,0,,,,,,,,,
ours_4node_r17_F,ours_4node,r17_F,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r17_F,ours_noatok,r17_F,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r17_F,ours_noadaln,r17_F,108,16.0,12,0,0,,,,,,,,,
astra_r17_FL,astra,r17_FL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r17_FL,matrixgame,r17_FL,152,25.0,1,0,0,,,,,,,,,
minwm_r17_FL,minwm,r17_FL,77,16.0,13,0,0,,,,,,,,,
worldcam_r17_FL,worldcam,r17_FL,241,30.0,65,0,0,,,,,,,,,
worldplay_r17_FL,worldplay,r17_FL,146,24.0,1,0,0,,,,,,,,,
yume_r17_FL,yume,r17_FL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r17_FL,ours_pca8,r17_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r17_FL,ours_pca4,r17_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r17_FL,ours_pca2,r17_FL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r17_FL,ours_16node,r17_FL,108,16.0,12,0,0,-0.13,truck,52.0,2.5,B,3.16,0.36,0.9,"[346.5, 163.3, 407.3, 256.6]"
ours_4node_r17_FL,ours_4node,r17_FL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r17_FL,ours_noatok,r17_FL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r17_FL,ours_noadaln,r17_FL,108,16.0,12,0,0,,,,,,,,,
astra_r17_FR,astra,r17_FR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r17_FR,matrixgame,r17_FR,152,25.0,1,0,0,,,,,,,,,
minwm_r17_FR,minwm,r17_FR,77,16.0,13,0,0,,,,,,,,,
worldcam_r17_FR,worldcam,r17_FR,241,30.0,65,0,0,,,,,,,,,
worldplay_r17_FR,worldplay,r17_FR,146,24.0,1,0,0,,,,,,,,,
yume_r17_FR,yume,r17_FR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r17_FR,ours_pca8,r17_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r17_FR,ours_pca4,r17_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r17_FR,ours_pca2,r17_FR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r17_FR,ours_16node,r17_FR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r17_FR,ours_4node,r17_FR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r17_FR,ours_noatok,r17_FR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r17_FR,ours_noadaln,r17_FR,108,16.0,12,0,0,,,,,,,,,
astra_r17_L,astra,r17_L,125,20.0,4,0,0,-0.62,truck,58.0,2.7,B,1.13,0.87,0.66,"[342.0, 222.2, 431.8, 317.8]"
matrixgame_r17_L,matrixgame,r17_L,152,25.0,1,0,0,,,,,,,,,
minwm_r17_L,minwm,r17_L,77,16.0,13,0,0,,,,,,,,,
worldcam_r17_L,worldcam,r17_L,241,30.0,65,0,0,,,,,,,,,
worldplay_r17_L,worldplay,r17_L,146,24.0,1,0,0,,,,,,,,,
yume_r17_L,yume,r17_L,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r17_L,ours_pca8,r17_L,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r17_L,ours_pca4,r17_L,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r17_L,ours_pca2,r17_L,108,16.0,12,0,0,,,,,,,,,
ours_16node_r17_L,ours_16node,r17_L,108,16.0,12,0,0,,,,,,,,,
ours_4node_r17_L,ours_4node,r17_L,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r17_L,ours_noatok,r17_L,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r17_L,ours_noadaln,r17_L,108,16.0,12,0,0,,,,,,,,,
astra_r17_R,astra,r17_R,125,20.0,4,0,0,,,,,,,,,
matrixgame_r17_R,matrixgame,r17_R,152,25.0,1,0,0,,,,,,,,,
minwm_r17_R,minwm,r17_R,77,16.0,13,0,0,,,,,,,,,
worldcam_r17_R,worldcam,r17_R,241,30.0,65,0,0,,,,,,,,,
worldplay_r17_R,worldplay,r17_R,146,24.0,1,0,0,,,,,,,,,
yume_r17_R,yume,r17_R,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r17_R,ours_pca8,r17_R,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r17_R,ours_pca4,r17_R,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r17_R,ours_pca2,r17_R,108,16.0,12,0,0,,,,,,,,,
ours_16node_r17_R,ours_16node,r17_R,108,16.0,12,0,0,,,,,,,,,
ours_4node_r17_R,ours_4node,r17_R,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r17_R,ours_noatok,r17_R,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r17_R,ours_noadaln,r17_R,108,16.0,12,0,0,,,,,,,,,
astra_r18_B,astra,r18_B,125,20.0,4,0,0,,,,,,,,,
matrixgame_r18_B,matrixgame,r18_B,152,25.0,1,0,0,,,,,,,,,
minwm_r18_B,minwm,r18_B,77,16.0,13,0,0,-0.37,car,19.0,0.38,A,4.13,0.52,0.89,"[456.8, 257.9, 496.8, 286.5]"
worldcam_r18_B,worldcam,r18_B,241,30.0,65,0,0,,,,,,,,,
worldplay_r18_B,worldplay,r18_B,146,24.0,1,0,0,,,,,,,,,
yume_r18_B,yume,r18_B,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r18_B,ours_pca8,r18_B,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r18_B,ours_pca4,r18_B,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r18_B,ours_pca2,r18_B,108,16.0,12,0,0,-0.24,car,64.0,3.25,A,6.75,0.62,0.73,"[448.4, 226.8, 485.4, 253.8]"
ours_16node_r18_B,ours_16node,r18_B,108,16.0,12,0,0,,,,,,,,,
ours_4node_r18_B,ours_4node,r18_B,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r18_B,ours_noatok,r18_B,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r18_B,ours_noadaln,r18_B,108,16.0,12,0,0,,,,,,,,,
astra_r18_BL,astra,r18_BL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r18_BL,matrixgame,r18_BL,152,25.0,1,0,0,,,,,,,,,
minwm_r18_BL,minwm,r18_BL,77,16.0,13,0,0,-0.22,truck,17.0,0.25,A,6.39,0.33,0.79,"[455.6, 258.2, 494.6, 286.8]"
worldcam_r18_BL,worldcam,r18_BL,241,30.0,65,0,0,,,,,,,,,
worldplay_r18_BL,worldplay,r18_BL,146,24.0,1,0,0,,,,,,,,,
yume_r18_BL,yume,r18_BL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r18_BL,ours_pca8,r18_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r18_BL,ours_pca4,r18_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r18_BL,ours_pca2,r18_BL,108,16.0,12,0,0,-0.29,car,60.0,3.0,A,4.57,0.32,0.84,"[579.4, 230.3, 619.1, 255.3]"
ours_16node_r18_BL,ours_16node,r18_BL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r18_BL,ours_4node,r18_BL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r18_BL,ours_noatok,r18_BL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r18_BL,ours_noadaln,r18_BL,108,16.0,12,0,0,,,,,,,,,
astra_r18_BR,astra,r18_BR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r18_BR,matrixgame,r18_BR,152,25.0,1,0,0,,,,,,,,,
minwm_r18_BR,minwm,r18_BR,77,16.0,13,0,0,,,,,,,,,
worldcam_r18_BR,worldcam,r18_BR,241,30.0,65,0,0,,,,,,,,,
worldplay_r18_BR,worldplay,r18_BR,146,24.0,1,0,0,,,,,,,,,
yume_r18_BR,yume,r18_BR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r18_BR,ours_pca8,r18_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r18_BR,ours_pca4,r18_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r18_BR,ours_pca2,r18_BR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r18_BR,ours_16node,r18_BR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r18_BR,ours_4node,r18_BR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r18_BR,ours_noatok,r18_BR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r18_BR,ours_noadaln,r18_BR,108,16.0,12,0,0,,,,,,,,,
astra_r18_F,astra,r18_F,125,20.0,4,0,0,,,,,,,,,
matrixgame_r18_F,matrixgame,r18_F,152,25.0,1,0,0,,,,,,,,,
minwm_r18_F,minwm,r18_F,77,16.0,13,0,0,,,,,,,,,
worldcam_r18_F,worldcam,r18_F,241,30.0,65,0,0,,,,,,,,,
worldplay_r18_F,worldplay,r18_F,146,24.0,1,0,0,,,,,,,,,
yume_r18_F,yume,r18_F,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r18_F,ours_pca8,r18_F,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r18_F,ours_pca4,r18_F,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r18_F,ours_pca2,r18_F,108,16.0,12,0,0,,,,,,,,,
ours_16node_r18_F,ours_16node,r18_F,108,16.0,12,0,0,,,,,,,,,
ours_4node_r18_F,ours_4node,r18_F,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r18_F,ours_noatok,r18_F,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r18_F,ours_noadaln,r18_F,108,16.0,12,0,0,,,,,,,,,
astra_r18_FL,astra,r18_FL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r18_FL,matrixgame,r18_FL,152,25.0,1,0,0,,,,,,,,,
minwm_r18_FL,minwm,r18_FL,77,16.0,13,0,0,,,,,,,,,
worldcam_r18_FL,worldcam,r18_FL,241,30.0,65,0,0,,,,,,,,,
worldplay_r18_FL,worldplay,r18_FL,146,24.0,1,0,0,,,,,,,,,
yume_r18_FL,yume,r18_FL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r18_FL,ours_pca8,r18_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r18_FL,ours_pca4,r18_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r18_FL,ours_pca2,r18_FL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r18_FL,ours_16node,r18_FL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r18_FL,ours_4node,r18_FL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r18_FL,ours_noatok,r18_FL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r18_FL,ours_noadaln,r18_FL,108,16.0,12,0,0,,,,,,,,,
astra_r18_FR,astra,r18_FR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r18_FR,matrixgame,r18_FR,152,25.0,1,0,0,,,,,,,,,
minwm_r18_FR,minwm,r18_FR,77,16.0,13,0,0,0.0,car,14.0,0.06,B,3.96,0.5,0.82,"[457.7, 258.0, 497.7, 287.5]"
worldcam_r18_FR,worldcam,r18_FR,241,30.0,65,0,0,,,,,,,,,
worldplay_r18_FR,worldplay,r18_FR,146,24.0,1,0,0,,,,,,,,,
yume_r18_FR,yume,r18_FR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r18_FR,ours_pca8,r18_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r18_FR,ours_pca4,r18_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r18_FR,ours_pca2,r18_FR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r18_FR,ours_16node,r18_FR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r18_FR,ours_4node,r18_FR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r18_FR,ours_noatok,r18_FR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r18_FR,ours_noadaln,r18_FR,108,16.0,12,0,0,,,,,,,,,
astra_r18_L,astra,r18_L,125,20.0,4,0,0,,,,,,,,,
matrixgame_r18_L,matrixgame,r18_L,152,25.0,1,0,0,,,,,,,,,
minwm_r18_L,minwm,r18_L,77,16.0,13,1,1,0.11,car,13.0,0.0,A,5.54,0.22,0.3,"[457.8, 258.2, 496.8, 287.5]"
worldcam_r18_L,worldcam,r18_L,241,30.0,65,0,0,,,,,,,,,
worldplay_r18_L,worldplay,r18_L,146,24.0,1,0,0,,,,,,,,,
yume_r18_L,yume,r18_L,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r18_L,ours_pca8,r18_L,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r18_L,ours_pca4,r18_L,108,16.0,12,0,0,-0.29,suitcase,76.0,4.0,B,2.13,0.73,0.89,"[162.4, 18.5, 419.4, 148.8]"
ours_pca2_r18_L,ours_pca2,r18_L,108,16.0,12,0,0,,,,,,,,,
ours_16node_r18_L,ours_16node,r18_L,108,16.0,12,0,0,,,,,,,,,
ours_4node_r18_L,ours_4node,r18_L,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r18_L,ours_noatok,r18_L,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r18_L,ours_noadaln,r18_L,108,16.0,12,0,0,,,,,,,,,
astra_r18_R,astra,r18_R,125,20.0,4,0,0,,,,,,,,,
matrixgame_r18_R,matrixgame,r18_R,152,25.0,1,0,0,,,,,,,,,
minwm_r18_R,minwm,r18_R,77,16.0,13,1,1,0.1,car,13.0,0.0,B,5.85,0.51,0.58,"[457.0, 258.0, 497.5, 287.5]"
worldcam_r18_R,worldcam,r18_R,241,30.0,65,0,0,,,,,,,,,
worldplay_r18_R,worldplay,r18_R,146,24.0,1,0,0,,,,,,,,,
yume_r18_R,yume,r18_R,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r18_R,ours_pca8,r18_R,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r18_R,ours_pca4,r18_R,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r18_R,ours_pca2,r18_R,108,16.0,12,0,0,,,,,,,,,
ours_16node_r18_R,ours_16node,r18_R,108,16.0,12,0,0,,,,,,,,,
ours_4node_r18_R,ours_4node,r18_R,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r18_R,ours_noatok,r18_R,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r18_R,ours_noadaln,r18_R,108,16.0,12,0,0,,,,,,,,,
astra_r19_B,astra,r19_B,125,20.0,4,0,0,,,,,,,,,
matrixgame_r19_B,matrixgame,r19_B,152,25.0,1,0,0,-0.27,car,125.0,4.96,B,2.32,0.56,0.83,"[314.7, 177.3, 344.7, 193.9]"
minwm_r19_B,minwm,r19_B,77,16.0,13,0,0,,,,,,,,,
worldcam_r19_B,worldcam,r19_B,241,30.0,65,0,0,,,,,,,,,
worldplay_r19_B,worldplay,r19_B,146,24.0,1,0,0,,,,,,,,,
yume_r19_B,yume,r19_B,98,16.0,1,0,0,,,,,,,,,
